DATE,DBAA
2020-12-25,.
2020-12-28,3.16
2020-12-29,3.16
2020-12-30,3.13
2020-12-31,3.11
2021-01-01,.
2021-01-04,3.12
2021-01-05,3.19
2021-01-06,3.31
2021-01-07,3.31
2021-01-08,3.32
2021-01-11,3.3
2021-01-12,3.31
2021-01-13,3.23
2021-01-14,3.27
2021-01-15,3.24
2021-01-18,.
2021-01-19,3.21
2021-01-20,3.21
2021-01-21,3.24
2021-01-22,3.24
2021-01-25,3.2
2021-01-26,3.21
2021-01-27,3.2
2021-01-28,3.24
2021-01-29,3.28
